verse_id,doc_id,match,tokens,tfidf,proportion,runs_pval,sim_total,sim_mean
Ephesians 5:12 (KJV),sn83035174/1869-05-12/ed-1/seq-1/,quotation,81,14.347382715276204,1.35,3.228773349021209e-57,0,0
Matthew 17:5 (KJV),sn85038078/1846-11-12/ed-1/seq-1/,quotation,60,2.5671066204562742,0.2631578947368421,5.310704674215209e-4,0,0
1 Thessalonians 5:21 (KJV),sn84028820/1856-12-11/ed-1/seq-1/,quotation,36,10.323655438374747,1,7.711454831931686e-14,0,0
Mark 16:15 (KJV),sn88064175/1877-08-04/ed-1/seq-1/,quotation,6,0.713365376990605,0.07142857142857142,1.1436450478772072e-6,0,0
Mark 10:14 (KJV),sn89058336/1915-06-25/ed-1/seq-4/,quotation,44,2.215217182364483,0.22916666666666666,3.191506064293031e-6,0.4242424242424243,0.4242424242424243
1 John 3:14 (KJV),sn83016475/1840-11-23/ed-1/seq-2/,noise,5,0.27763158870778015,0.03205128205128205,6.292928755505811e-7,0,0
Mark 5:6 (KJV),sn97067613/1889-02-07/ed-1/seq-4/,quotation,19,4.258801597412298,0.3958333333333333,1.3923676009095225e-4,0,0
Proverbs 27:1 (KJV),sn87056600/1884-11-12/ed-1/seq-2/,quotation,5,0.5897621970158291,0.05952380952380952,2.8022851737437854e-7,0,0
Mark 5:10 (KJV),sn97067613/1889-02-07/ed-1/seq-4/,quotation,60,8.523689591078153,0.8333333333333333,1.7413236523277835e-6,0,0
Deuteronomy 6:5 (KJV),sn84029853/1907-09-19/ed-1/seq-3/,quotation,46,3.140654718062502,0.3484848484848485,3.4803321325299645e-51,1.7932712143835672,0.44831780359589174
James 1:7 (KJV),sn89058007/1903-07-10/ed-1/seq-4/,quotation,24,4.079924983680426,0.4,9.944311230768354e-8,0,0
Luke 14:31 (KJV),sn83016925/1887-07-06/ed-1/seq-2/,quotation,70,3.733069359654261,0.3431372549019608,8.00476633293081e-15,0,0
1 Thessalonians 3:12 (KJV),sn84036256/1921-09-02/ed-1/seq-2/,quotation,120,10.502565185917874,1,7.866424258161239e-31,0,0
1 Thessalonians 5:13 (KJV),sn82005159/1858-01-08/ed-1/seq-3/,quotation,36,5.5322015290939675,0.5,1.2309598407709924e-38,0,0
Luke 10:30 (KJV),sn94060041/1890-10-25/ed-1/seq-1/,quotation,67,3.160346314995261,0.293859649122807,1.5420624510265608e-17,0,0
Genesis 15:2 (KJV),sn84026688/1903-01-29/ed-1/seq-1/,quotation,98,7.889448924034375,0.7424242424242424,1.876705788353314e-18,0,0
Matthew 21:3 (KJV),sn85034235/1910-12-29/ed-1/seq-4/,quotation,120,10.49984124695422,1,6.201785461834008e-19,0.2616822429906543,0.2616822429906543
Psalm 25:14 (KJV),sn96086441/1889-04-26/ed-1/seq-7/,quotation,13,2.768999597264113,0.2708333333333333,1.6836902426652773e-115,0,0
Esther 2:2 (KJV),sn83030313/1846-02-21/ed-1/seq-3/,quotation,24,2.348966390611542,0.2222222222222222,2.4393422705348553e-75,0,0
Mark 10:25 (KJV),sn88085011/1894-08-04/ed-1/seq-2/,quotation,5,0.5240341635629512,0.05208333333333333,1.7105914092463198e-13,1.3279935794542537,0.6639967897271268
Matthew 16:24 (KJV),sn94060041/1890-03-15/ed-1/seq-6/,quotation,132,6.560674882043276,0.6875,5.55025249234717e-13,0.4838709677419356,0.4838709677419356
Luke 18:16 (KJV),sn83004226/1912-06-07/ed-1/seq-1/,quotation,25,1.4323965345668646,0.1488095238095238,1.5564483745224593e-16,0.4242424242424243,0.4242424242424243
Job 2:4 (KJV),sn94052364/1890-10-11/ed-1/seq-1/,quotation,60,6.448401628969843,0.625,3.9625757409384714e-8,0,0
Job 10:19 (KJV),sn84024827/1903-11-24/ed-1/seq-6/,noise,2,0.1550049486584635,0.018518518518518517,7.922215399792319e-6,0,0
Isaiah 45:22 (KJV),sn89058007/1895-09-27/ed-1/seq-4/,quotation,10,0.9652313717665674,0.10416666666666666,1.0204437582706141e-7,0,0
Psalm 144:3 (KJV),sn82006687/1872-01-25/ed-1/seq-1/,quotation,6,0.5677769923438167,0.0625,1.9059249500031728e-8,0.25906735751295334,0.25906735751295334
Ezra 2:15 (RV),5FEW-1897-JUL23-002-006,noise,1,6.724649658545426,1,1,0.3,0.3
Acts 7:60 (KJV),sn83016925/1887-06-15/ed-1/seq-4/,quotation,146,11.50894487341792,1.1060606060606062,1.4229909058610283e-29,0,0
Hebrews 13:18 (KJV),sn83035595/1867-11-08/ed-1/seq-3/,noise,5,0.5373372371999814,0.05208333333333333,8.463035889977364e-4,0,0
Jeremiah 49:11 (KJV),sn85026941/1898-08-19/ed-1/seq-1/,quotation,84,9.205611587867073,0.875,2.0636109360131453e-63,0,0
Mark 12:43 (KJV),sn84024718/1873-02-11/ed-1/seq-2/,noise,5,0.20820851785467093,0.026041666666666664,0.03477780181231054,0,0
Genesis 1:21 (KJV),sn84026688/1903-01-29/ed-1/seq-1/,quotation,145,6.596282055716957,0.6359649122807017,1.2643141360257218e-19,0,0
2 Thessalonians 3:10 (KJV),sn82016014/1909-07-31/ed-1/seq-12/,quotation,120,10.717892034018353,1,4.1115826864090236e-12,0,0
Luke 2:49 (KJV),sn92065637/1896-01-08/ed-2/seq-2/,quotation,24,2.191210364128603,0.2,6.476430882532823e-4,0,0
Mark 12:30 (KJV),sn83016925/1887-03-30/ed-1/seq-4/,quotation,34,1.4455180629406934,0.17708333333333331,8.503674290525705e-29,1.5617409481035016,0.5205803160345005
Matthew 11:28 (KJV),sn83016925/1887-06-15/ed-1/seq-4/,noise,5,0.5998169414371499,0.06944444444444445,2.984641032081185e-7,0,0
Isaiah 48:19 (KJV),sn84038034/1858-03-25/ed-1/seq-1/,noise,6,0.24845525175851352,0.02631578947368421,2.015541107965182e-9,0,0
Isaiah 1:3 (KJV),sn83016474/1840-04-02/ed-1/seq-1/,quotation,120,10.346076374204168,1,9.407644656477065e-48,0,0
Matthew 13:31 (KJV),sn83025440/1879-11-13/ed-1/seq-2/,noise,5,0.2803730467200763,0.02976190476190476,1.672046750769948e-4,0.30909090909090914,0.30909090909090914
Acts 19:2 (KJV),sn88068010/1920-07-16/ed-1/seq-1/,noise,5,0.20076856393742312,0.020833333333333332,1.1326265161322114e-5,0,0
Luke 21:24 (KJV),sn93067846/1911-08-30/ed-1/seq-6/,quotation,25,1.450996157972759,0.1388888888888889,3.307665893791941e-9,0,0
Isaiah 2:4 (KJV),sn88064250/1892-08-27/ed-1/seq-1/,quotation,57,1.8687148194657763,0.19791666666666666,1.1858486415957624e-9,0.5423728813559321,0.5423728813559321
2 Corinthians 1:2 (KJV),sn83025323/1914-06-25/ed-1/seq-1/,noise,10,1.728143500804942,0.20833333333333331,2.113879815951923e-8,4.63785726593763,0.5797321582422037
Lamentations 2:16 (KJV),sn84024283/1910-08-11/ed-1/seq-7/,noise,5,0.18774932659643734,0.01984126984126984,6.94777232220015e-5,0,0
Matthew 6:29 (KJV),sn88085204/1882-06-03/ed-1/seq-3/,quotation,24,3.2707428821126125,0.3333333333333333,4.996894167814525e-21,0.47849462365591405,0.47849462365591405
1 Samuel 15:21 (KJV),sn83045784/1863-05-07/ed-1/seq-4/,noise,6,0.3093675053741452,0.03333333333333333,1.65662820004717e-14,0,0
James 4:15 (KJV),sn86072143/1870-02-18/ed-1/seq-2/,quotation,13,3.576687676460998,0.3611111111111111,2.7240952355475948e-5,0,0
Mark 1:8 (KJV),sn84036012/1898-01-10/ed-1/seq-3/,noise,5,0.9810084141078148,0.10416666666666666,1.6712343638544906e-11,0,0
Proverbs 22:3 (KJV),sn87070038/1852-04-15/ed-1/seq-1/,quotation,33,5.59628251348553,0.55,1.8287910535966042e-102,1,1
Ezekiel 3:17 (KJV),sn89066129/1911-09-29/ed-1/seq-3/,quotation,37,2.399701902755759,0.23717948717948717,8.748602541325273e-11,0.41333333333333333,0.41333333333333333
Hebrews 2:6 (KJV),sn82006687/1872-01-25/ed-1/seq-1/,quotation,18,1.2761523812414228,0.13636363636363635,5.5953502229746165e-5,0.7361915405194894,0.3680957702597447
2 Corinthians 6:14 (KJV),2013271052/1896-10-31/ed-1/seq-2/,quotation,125,11.649920213162073,1.0416666666666667,1.0667469698812936e-91,0,0
Matthew 10:39 (KJV),sn84026925/1879-03-20/ed-1/seq-4/,quotation,48,8.208417596644502,0.8,6.967872004395946e-96,0.3421052631578948,0.3421052631578948
Luke 17:16 (KJV),sn85033781/1896-04-29/ed-1/seq-6/,quotation,18,3.936540204133503,0.375,4.302888089132646e-23,0,0
Psalm 124:1 (KJV),sn84026788/1898-09-20/ed-1/seq-1/,noise,5,0.47795802796919284,0.05952380952380952,1.421215112495082e-4,0.4871794871794873,0.4871794871794873
Luke 13:30 (KJV),sn85034235/1910-12-29/ed-1/seq-4/,quotation,86,15.265261958695945,1.4333333333333333,2.126738251577333e-20,0,0
Luke 4:11 (KJV),sn86069620/1897-03-04/ed-1/seq-2/,quotation,24,1.8690472968852914,0.2,2.4010389066995152e-18,0.7308702791461412,0.3654351395730706
Mark 8:36 (KJV),sn82015408/1845-04-26/ed-1/seq-2/,quotation,24,3.0287158302094666,0.2857142857142857,3.2142144905857452e-6,0.3368421052631579,0.3368421052631579
Acts 24:19 (KJV),sn84036276/1898-04-02/ed-1/seq-3/,noise,5,0.4832546703605876,0.046296296296296294,4.5915302560025343e-29,0,0
Job 10:19 (KJV),sn84026925/1890-04-30/ed-1/seq-1/,noise,6,0.47857924212789454,0.05555555555555555,3.872606123686845e-18,0,0
Acts 5:2 (KJV),sn84023963/1909-02-05/ed-1/seq-6/,quotation,95,8.364390609914993,0.7916666666666666,4.8597100779943044e-60,0,0
Genesis 14:16 (KJV),sn84026688/1903-01-29/ed-1/seq-1/,quotation,80,7.843756746367539,0.7407407407407407,7.501447849187071e-19,0,0
Matthew 25:23 (KJV),sn97067613/1889-02-14/ed-1/seq-2/,quotation,115,4.237530074970876,0.4166666666666667,4.594822317417395e-12,0.8767772511848343,0.8767772511848343
Psalm 65:2 (KJV),sn84024718/1864-05-24/ed-1/seq-2/,quotation,15,2.511405914917537,0.25,2.0627267608003997e-18,0,0
Acts 13:10 (KJV),sn93067841/1917-04-12/ed-1/seq-6/,quotation,85,4.383310798729943,0.4166666666666667,1.5345908261706168e-16,0,0
Acts 13:1 (KJV),sn85033781/1895-07-26/ed-1/seq-3/,noise,5,0.21467564300292075,0.023148148148148147,9.154159870452707e-5,0,0
1 Kings 19:11 (KJV),2010218519/1914-03-28/ed-1/seq-1/,quotation,226,7.504938232002546,0.7243589743589743,2.0396114534766919e-72,0,0
Matthew 6:34 (KJV),sn96076839/1907-08-24/ed-1/seq-6/,quotation,13,0.9442451236843363,0.09027777777777778,1.624020417741963e-7,0,0
Genesis 13:6 (KJV),sn86081895/1901-08-01/ed-1/seq-6/,quotation,50,3.8460470518046512,0.3787878787878788,8.733959829473688e-12,0,0
Zechariah 11:2 (KJV),sn97067613/1889-12-12/ed-1/seq-2/,quotation,10,0.7341392961422776,0.06944444444444445,8.066128888422707e-8,0,0
1 Kings 8:19 (KJV),sn84026688/1903-01-29/ed-1/seq-1/,noise,5,0.2167622849498337,0.02777777777777778,0.14991527137107527,0.5930232558139534,0.5930232558139534
Isaiah 48:19 (KJV),sn93067846/1894-12-05/ed-1/seq-5/,noise,6,0.24213787639715315,0.02631578947368421,1.0005696506942282e-14,0,0
Psalm 1:1 (KJV),sn97067613/1889-02-07/ed-1/seq-4/,quotation,84,7.597542310620084,0.7,5.462711373663695e-8,0,0
1 Samuel 23:17 (KJV),sn84024716/1908-08-19/ed-1/seq-4/,quotation,115,4.565407072117703,0.45634920634920634,5.4424654163497245e-21,0,0
2 Chronicles 31:10 (KJV),sn84026925/1890-08-20/ed-1/seq-2/,noise,5,0.15882727887062154,0.015432098765432098,3.268999768227299e-4,0,0
1 John 5:20 (KJV),sn87075163/1860-04-26/ed-1/seq-2/,noise,5,0.20732454601476258,0.020833333333333332,3.347418518589574e-5,0,0
Hebrews 9:28 (KJV),sn83025661/1840-07-29/ed-1/seq-1/,quotation,62,3.8128592380315314,0.34444444444444444,3.0732360957786616e-16,0,0
Matthew 17:4 (KJV),sn86086632/1898-04-16/ed-1/seq-7/,quotation,89,3.947125428129592,0.39035087719298245,1.3218701147560386e-25,0.7404001404001406,0.3702000702000703
2 Samuel 13:22 (KJV),sn86064259/1911-04-07/ed-1/seq-4/,noise,5,0.3216422102468973,0.03205128205128205,4.306625296408929e-7,0,0
Matthew 22:30 (KJV),sn85033429/1869-08-26/ed-1/seq-4/,quotation,27,4.498150127238172,0.45,4.325446078481119e-109,0.3764044943820225,0.3764044943820225
Genesis 15:4 (KJV),sn84026688/1903-01-29/ed-1/seq-1/,quotation,200,9.620543381519388,0.9803921568627451,5.74811753016477e-17,0,0
Ephesians 4:3 (KJV),sn82016419/1874-02-27/ed-1/seq-3/,quotation,13,5.632475048876713,0.5416666666666666,6.771202578708941e-103,0,0
Ecclesiastes 1:2 (KJV),sn97067613/1889-12-19/ed-1/seq-2/,quotation,5,1.0641764497974333,0.10416666666666666,7.538021936884202e-7,0.373134328358209,0.373134328358209
Isaiah 1:24 (KJV),sn83016474/1840-04-02/ed-1/seq-1/,quotation,166,10.610406377589623,1.064102564102564,4.075763308468031e-114,0,0
Philippians 2:8 (KJV),sn82006687/1908-04-16/ed-1/seq-3/,quotation,24,2.3884292292435587,0.2222222222222222,3.5247275892953216e-44,0,0
Mark 14:7 (KJV),sn89058007/1903-09-04/ed-1/seq-1/,quotation,336,26.82486788482703,2.5454545454545454,5.160635881771386e-30,0,0
Ezra 8:35 (KJV),sn85034235/1883-11-22/ed-1/seq-4/,noise,2,0.05292509989381647,0.006172839506172839,0.0022417159039116634,0,0
Luke 2:14 (KJV),sn88077573/1907-12-14/ed-1/seq-19/,quotation,7,1.6356207555521738,0.14583333333333331,3.997788473042832e-29,0,0
Matthew 17:2 (KJV),sn86086632/1898-04-16/ed-1/seq-7/,quotation,4,0.5776897486027396,0.05555555555555555,6.200049219475094e-11,0,0
Matthew 19:24 (KJV),sn86072143/1870-12-09/ed-1/seq-2/,quotation,36,2.935251400930939,0.3,1.7676487040457512e-35,1.238210947930574,0.619105473965287
Acts 10:38 (KJV),sn86086632/1898-02-26/ed-1/seq-7/,quotation,87,4.708933237716195,0.453125,4.108406445096475e-16,0,0
John 12:32 (KJV),sn83016925/1887-03-30/ed-1/seq-4/,quotation,24,4.0869668437925535,0.4,0.1910483420705896,0,0
Exodus 20:7 (KJV),sn82015486/1865-08-24/ed-1/seq-2/,noise,5,0.30252149330032957,0.03205128205128205,5.3492117388373614e-5,1,1
Psalm 53:1 (KJV),sn89067274/1895-08-08/ed-1/seq-2/,quotation,25,1.9937775343379132,0.20833333333333334,2.3655650485228298e-7,0.5141242937853108,0.5141242937853108
Ephesians 5:11 (KJV),sn2006060001/1888-06-14/ed-1/seq-3/,quotation,60,10.513286743762553,1,3.1653375390785893e-17,0,0
Luke 12:34 (KJV),sn88064181/1914-03-27/ed-1/seq-7/,quotation,24,10.00066744615769,1,7.878512013671993e-10,1,1
Mark 8:36 (KJV),sn96086441/1881-03-11/ed-1/seq-4/,quotation,24,3.0287158302094666,0.2857142857142857,5.907961929842823e-27,0.3368421052631579,0.3368421052631579
Luke 5:2 (KJV),sn94060041/1890-03-15/ed-1/seq-6/,quotation,57,6.22894639685424,0.59375,6.619263550661341e-8,0,0
Acts 20:2 (KJV),sn86083264/1905-01-26/ed-1/seq-1/,noise,5,0.44304407229100473,0.046296296296296294,1.962712929214155e-4,0,0
Joshua 23:8 (KJV),sn82015485/1917-12-20/ed-1/seq-4/,noise,6,0.7344019765549468,0.08333333333333333,3.575309437166438e-8,0,0
Isaiah 40:6 (KJV),sn97067613/1889-08-29/ed-1/seq-4/,quotation,36,3.0826868269095042,0.3,1.071075687721578e-6,0,0
Exodus 26:31 (KJV),sn88064176/1900-07-21/ed-1/seq-3/,quotation,40,2.508553525119735,0.30303030303030304,1.8672729867570065e-80,0.5705524715833994,0.2852762357916997
John 15:9 (KJV),sn84024716/1908-08-19/ed-1/seq-4/,quotation,72,10.948354816300126,1,1.0429592519564574e-21,0,0
Leviticus 16:7 (KJV),sn84026688/1903-01-29/ed-1/seq-1/,quotation,24,3.341908255228093,0.3333333333333333,1.3967321571927715e-10,0,0
Matthew 5:8 (KJV),sn88085523/1901-07-25/ed-1/seq-3/,quotation,13,5.604435695824944,0.5416666666666666,1.3167105276592902e-80,0,0
Job 39:20 (KJV),sn84026688/1898-10-27/ed-1/seq-1/,quotation,48,9.001836094152884,0.8,1.9374631812735043e-209,0,0
Psalm 8:4 (KJV),sn85050913/1914-05-26/ed-1/seq-1/,quotation,54,7.186249868081387,0.75,4.195277921536306e-36,0.47712418300653603,0.47712418300653603
1 Kings 19:12 (KJV),2010218519/1914-03-28/ed-1/seq-1/,quotation,94,11.49743753658171,1.119047619047619,8.516543525288244e-77,0,0
Judges 3:27 (KJV),sn88064402/1905-12-29/ed-1/seq-2/,quotation,144,10.758799577228551,1,3.761254874701922e-36,0,0
Job 39:21 (KJV),sn85047084/1885-03-26/ed-1/seq-4/,quotation,48,10.817887965987113,1,7.393113353607281e-153,0,0
Isaiah 29:15 (KJV),sn83035174/1869-05-12/ed-1/seq-1/,quotation,5,0.4192476349261709,0.041666666666666664,1.49263677131544e-15,0,0
1 Chronicles 9:24 (KJV),sn90059522/1884-03-22/ed-1/seq-6/,noise,5,0.9325104370040995,0.10416666666666666,1.5919796002218107e-7,0,0
Psalm 73:14 (KJV),sn83030193/1887-10-10/ed-1/seq-3/,noise,10,1.6276003989264805,0.16666666666666666,2.0326530515705555e-4,0,0
Luke 12:44 (KJV),sn93067976/1852-01-16/ed-1/seq-2/,noise,13,2.7676502822913513,0.2708333333333333,2.2950350719394988e-9,0.32539682539682546,0.32539682539682546
John 5:46 (KJV),sn84026912/1921-01-26/ed-1/seq-3/,quotation,66,8.63693907460284,0.7857142857142857,1.8204096741235712e-18,0,0
Genesis 31:49 (KJV),sn83035565/1913-11-27/ed-1/seq-3/,quotation,84,9.073936258309951,0.875,2.2541962731025903e-21,0,0
Isaiah 40:8 (KJV),sn97067613/1889-08-29/ed-1/seq-4/,quotation,19,2.677989668114249,0.2638888888888889,0.004973090716160416,0,0
John 10:1 (KJV),sn88056164/1900-12-14/ed-1/seq-2/,noise,9,0.6894892240613708,0.06818181818181818,6.194352981075909e-12,0,0
John 3:15 (KJV),sn89066651/1919-12-11/ed-1/seq-29/,quotation,19,3.1640680539476165,0.31666666666666665,2.9113739608760197e-4,0,0
Proverbs 29:20 (KJV),sn85025620/1883-05-24/ed-1/seq-4/,noise,13,1.7523401086911363,0.18055555555555555,4.217794869836592e-20,0.36912751677852346,0.36912751677852346
1 Timothy 2:12 (KJV),sn86069867/1899-12-10/ed-1/seq-4/,quotation,72,11.081234742504668,1,0.01351447215262357,0,0
2 Kings 2:24 (KJV),sn86069867/1899-12-10/ed-1/seq-2/,quotation,63,4.6604021411758865,0.4375,6.747174875560211e-32,0,0
Isaiah 12:1 (KJV),sn83032199/1867-10-03/ed-1/seq-4/,quotation,79,4.831363049098256,0.47023809523809523,8.366283614482088e-154,0,0
Matthew 23:30 (KJV),sn85033371/1865-11-24/ed-1/seq-2/,noise,6,0.38340066151334723,0.041666666666666664,3.253254110382658e-14,0,0
Job 33:24 (KJV),sn85026941/1898-06-03/ed-1/seq-1/,quotation,13,1.2468574757372768,0.12037037037037036,6.596011424407668e-5,0,0
Ephesians 4:5 (KJV),sn84026925/1879-11-27/ed-1/seq-4/,quotation,25,10.611156373038451,1.0416666666666665,3.7443023435419264e-19,0,0
Mark 9:24 (KJV),sn86071197/1894-01-22/ed-1/seq-7/,quotation,24,2.427190467647924,0.2222222222222222,2.7609613110376932e-8,0,0
Acts 24:9 (KJV),sn86053634/1882-02-01/ed-1/seq-4/,noise,2,0.5338865619158357,0.05555555555555555,2.5857026341970173e-5,0,0
Luke 11:13 (KJV),sn88064020/1911-03-16/ed-1/seq-4/,quotation,79,2.9028043662831458,0.29924242424242425,2.9080952419557634e-47,0.5223214285714286,0.5223214285714286
1 Samuel 10:15 (KJV),sn86069620/1899-01-26/ed-1/seq-4/,noise,5,0.5624736504024781,0.06944444444444445,1.9040731315650346e-13,0,0
Ephesians 4:5 (KJV),sn86071197/1901-12-16/ed-1/seq-6/,quotation,13,5.488111073773956,0.5416666666666666,2.4617522569865796e-45,0,0
Mark 1:3 (KJV),sn86072143/1876-08-25/ed-1/seq-2/,quotation,37,4.095035760355788,0.44047619047619047,8.354590439459477e-32,1.666181352649827,0.4165453381624568
1 Samuel 17:40 (KJV),sn97067613/1889-08-29/ed-1/seq-4/,quotation,35,1.6650484641005174,0.16203703703703703,5.81321316128129e-7,0,0
Revelation 10:4 (KJV),sn97067589/1910-02-11/ed-1/seq-4/,noise,24,1.0337843303360033,0.10526315789473684,2.810275540356373e-29,0,0
Philippians 4:7 (KJV),sn85042907/1911-05-20/ed-1/seq-2/,quotation,40,3.6141503055310626,0.3333333333333333,2.55226363643902e-16,0,0
Romans 8:32 (KJV),sn94060041/1894-05-12/ed-1/seq-1/,quotation,156,10.512974466934823,1,4.317301081536826e-15,0,0
Proverbs 23:31 (KJV),sn84024718/1873-03-18/ed-1/seq-1/,quotation,5,0.40064129984472285,0.03787878787878788,0.0011756561474575399,0,0
Deuteronomy 11:1 (KJV),sn83016925/1887-03-30/ed-1/seq-4/,noise,28,2.1092698669273084,0.25925925925925924,4.039636435901743e-27,0,0
1 Samuel 17:48 (KJV),sn97067613/1889-08-29/ed-1/seq-4/,quotation,42,2.934667543440879,0.2692307692307692,1.4162384737245862e-8,0,0
Job 5:7 (KJV),sn84026909/1884-03-13/ed-1/seq-3/,quotation,13,2.8162375244383564,0.2708333333333333,4.6566134215390665e-34,0,0
Matthew 12:25 (KJV),sn84020109/1875-10-07/ed-1/seq-1/,noise,6,0.25981896391547177,0.027777777777777776,0.18677695543438855,0.3271889400921659,0.3271889400921659
Romans 10:9 (KJV),sn86072143/1872-04-05/ed-1/seq-3/,quotation,72,3.9381902802606366,0.375,7.570935733666962e-82,0,0
Matthew 5:14 (KJV),sn83035595/1860-05-18/ed-1/seq-1/,quotation,5,1.1017635745729877,0.10416666666666666,3.7764492400835067e-8,0,0
Luke 9:25 (KJV),sn85033781/1896-02-26/ed-1/seq-6/,quotation,48,7.016991390905233,0.6666666666666666,6.93940258055959e-27,0,0
Romans 8:16 (KJV),sn88064020/1921-07-28/ed-1/seq-7/,quotation,60,10.769149118772138,1,1.566527354496343e-38,0,0
Numbers 23:10 (KJV),sn85038102/1898-01-14/ed-1/seq-6/,quotation,60,3.7364376783507103,0.3571428571428571,2.1382083727449652e-7,0,0
Ephesians 1:2 (KJV),sn83025323/1914-06-25/ed-1/seq-1/,noise,10,1.728143500804942,0.20833333333333331,2.113879815951923e-8,4.63785726593763,0.5797321582422037
